[prod_bias=0.01 lex_bias=0.01] -> /Users/milamarcheva/Desktop/inside-outside/milas_grammars/results/productions_NVA_VB_pb0p01_lb0p01_results.txt
# rule_bias_default (-a) = 0, stoptol (-s) = 1e-07, minruleprob (-p) = 1e-20, maxlen (-l) = 0, minits (-m) = 100, maxits = (-n) = 300, annealstart (-b) = 1, annealstop (-B) = 1, nanneal (-N) = 0, jitter0 (-j) = 0, jitter (-J) = 0, VariationalBayes (-V) = 1, wordscale (-W) = 10, randseed (-S) = 97, debuglevel (-d) = 1000, nruns (-R) = 1
# Run 0
# Iteration	temperature	nrules	-logP	bits/token
120	1	9418	1.12491e+07	10.1296
121	1	9417	1.12491e+07	10.1296
122	1	9417	1.12491e+07	10.1296
123	1	9416	1.12491e+07	10.1296
124	1	9416	1.12491e+07	10.1295
125	1	9416	1.1249e+07	10.1295
126	1	9415	1.1249e+07	10.1295
127	1	9413	1.1249e+07	10.1295
128	1	9413	1.1249e+07	10.1295
129	1	9413	1.1249e+07	10.1295
130	1	9413	1.1249e+07	10.1295
131	1	9412	1.12489e+07	10.1294
132	1	9412	1.12489e+07	10.1294
133	1	9412	1.12489e+07	10.1294
134	1	9412	1.12489e+07	10.1294
135	1	9412	1.12489e+07	10.1294
136	1	9412	1.12489e+07	10.1294
137	1	9412	1.12489e+07	10.1294
138	1	9412	1.12488e+07	10.1293
139	1	9412	1.12488e+07	10.1293
140	1	9411	1.12488e+07	10.1293
141	1	9411	1.12488e+07	10.1293
142	1	9411	1.12488e+07	10.1293
143	1	9411	1.12488e+07	10.1293
144	1	9411	1.12488e+07	10.1293
145	1	9411	1.12487e+07	10.1292
146	1	9411	1.12487e+07	10.1292
147	1	9411	1.12487e+07	10.1292
148	1	9410	1.12487e+07	10.1292
149	1	9410	1.12487e+07	10.1292
150	1	9409	1.12487e+07	10.1292
151	1	9409	1.12486e+07	10.1292
152	1	9409	1.12486e+07	10.1291
153	1	9408	1.12486e+07	10.1291
154	1	9408	1.12486e+07	10.1291
155	1	9408	1.12486e+07	10.1291
156	1	9408	1.12485e+07	10.1291
157	1	9407	1.12485e+07	10.1291
158	1	9407	1.12485e+07	10.129
159	1	9406	1.12485e+07	10.129
160	1	9406	1.12485e+07	10.129
161	1	9406	1.12484e+07	10.129
162	1	9405	1.12484e+07	10.129
163	1	9405	1.12484e+07	10.129
164	1	9404	1.12484e+07	10.1289
165	1	9404	1.12484e+07	10.1289
166	1	9404	1.12484e+07	10.1289
167	1	9404	1.12483e+07	10.1289
168	1	9404	1.12483e+07	10.1289
169	1	9404	1.12483e+07	10.1289
170	1	9404	1.12483e+07	10.1288
171	1	9404	1.12483e+07	10.1288
172	1	9403	1.12482e+07	10.1288
173	1	9402	1.12482e+07	10.1288
174	1	9402	1.12482e+07	10.1288
175	1	9402	1.12482e+07	10.1288
176	1	9402	1.12482e+07	10.1287
177	1	9402	1.12482e+07	10.1287
178	1	9402	1.12481e+07	10.1287
179	1	9402	1.12481e+07	10.1287
180	1	9402	1.12481e+07	10.1287
181	1	9402	1.12481e+07	10.1287
182	1	9401	1.12481e+07	10.1286
183	1	9401	1.1248e+07	10.1286
184	1	9401	1.1248e+07	10.1286
185	1	9401	1.1248e+07	10.1286
186	1	9400	1.1248e+07	10.1286
187	1	9400	1.12479e+07	10.1285
188	1	9399	1.12479e+07	10.1285
189	1	9399	1.12479e+07	10.1285
190	1	9399	1.12479e+07	10.1285
191	1	9399	1.12479e+07	10.1285
192	1	9398	1.12478e+07	10.1284
193	1	9398	1.12478e+07	10.1284
194	1	9398	1.12478e+07	10.1284
195	1	9397	1.12478e+07	10.1284
196	1	9397	1.12478e+07	10.1284
197	1	9397	1.12477e+07	10.1284
198	1	9397	1.12477e+07	10.1283
199	1	9396	1.12477e+07	10.1283
200	1	9396	1.12477e+07	10.1283
201	1	9395	1.12477e+07	10.1283
202	1	9395	1.12476e+07	10.1283
203	1	9395	1.12476e+07	10.1282
204	1	9394	1.12476e+07	10.1282
205	1	9394	1.12476e+07	10.1282
206	1	9393	1.12476e+07	10.1282
207	1	9392	1.12475e+07	10.1282
208	1	9391	1.12475e+07	10.1282
209	1	9391	1.12475e+07	10.1281
210	1	9391	1.12475e+07	10.1281
211	1	9391	1.12475e+07	10.1281
212	1	9391	1.12474e+07	10.1281
213	1	9390	1.12474e+07	10.1281
214	1	9390	1.12474e+07	10.1281
215	1	9389	1.12474e+07	10.128
216	1	9389	1.12474e+07	10.128
217	1	9389	1.12474e+07	10.128
218	1	9389	1.12474e+07	10.128
219	1	9389	1.12473e+07	10.128
220	1	9387	1.12473e+07	10.128
221	1	9387	1.12473e+07	10.128
222	1	9387	1.12473e+07	10.1279
223	1	9387	1.12473e+07	10.1279
224	1	9387	1.12473e+07	10.1279
225	1	9387	1.12473e+07	10.1279
226	1	9387	1.12472e+07	10.1279
227	1	9387	1.12472e+07	10.1279
228	1	9387	1.12472e+07	10.1279
229	1	9387	1.12472e+07	10.1279
230	1	9387	1.12472e+07	10.1279
231	1	9387	1.12472e+07	10.1278
232	1	9386	1.12472e+07	10.1278
233	1	9386	1.12472e+07	10.1278
234	1	9386	1.12471e+07	10.1278
235	1	9385	1.12471e+07	10.1278
236	1	9385	1.12471e+07	10.1278
237	1	9385	1.12471e+07	10.1278
238	1	9385	1.12471e+07	10.1278
239	1	9385	1.12471e+07	10.1278
240	1	9385	1.12471e+07	10.1278
241	1	9385	1.12471e+07	10.1278
242	1	9385	1.12471e+07	10.1277
243	1	9385	1.12471e+07	10.1277
244	1	9385	1.1247e+07	10.1277
245	1	9385	1.1247e+07	10.1277
246	1	9385	1.1247e+07	10.1277
247	1	9384	1.1247e+07	10.1277
248	1	9382	1.1247e+07	10.1277
249	1	9381	1.1247e+07	10.1277
250	1	9380	1.1247e+07	10.1277
251	1	9380	1.1247e+07	10.1277
252	1	9380	1.1247e+07	10.1277
253	1	9380	1.1247e+07	10.1277
254	1	9380	1.1247e+07	10.1277
255	1	9380	1.1247e+07	10.1277
256	1	9380	1.1247e+07	10.1276
257	1	9380	1.1247e+07	10.1276
258	1	9380	1.12469e+07	10.1276
259	1	9380	1.12469e+07	10.1276
260	1	9380	1.12469e+07	10.1276
261	1	9379	1.12469e+07	10.1276
262	1	9379	1.12469e+07	10.1276
263	1	9379	1.12469e+07	10.1276
264	1	9377	1.12469e+07	10.1276
265	1	9377	1.12469e+07	10.1276
266	1	9377	1.12469e+07	10.1276
267	1	9377	1.12469e+07	10.1276
268	1	9377	1.12469e+07	10.1276
269	1	9376	1.12469e+07	10.1276
270	1	9376	1.12469e+07	10.1276
271	1	9376	1.12469e+07	10.1276
272	1	9376	1.12469e+07	10.1276
273	1	9376	1.12469e+07	10.1276
274	1	9376	1.12469e+07	10.1276
275	1	9376	1.12469e+07	10.1276
276	1	9375	1.12468e+07	10.1275
277	1	9374	1.12468e+07	10.1275
278	1	9374	1.12468e+07	10.1275
279	1	9374	1.12468e+07	10.1275
280	1	9374	1.12468e+07	10.1275
281	1	9374	1.12468e+07	10.1275
282	1	9374	1.12468e+07	10.1275
283	1	9374	1.12468e+07	10.1275
284	1	9374	1.12468e+07	10.1275
285	1	9373	1.12468e+07	10.1275
286	1	9373	1.12468e+07	10.1275
287	1	9373	1.12468e+07	10.1275
288	1	9373	1.12468e+07	10.1275
289	1	9373	1.12468e+07	10.1275
290	1	9372	1.12468e+07	10.1275
291	1	9372	1.12468e+07	10.1275
292	1	9372	1.12468e+07	10.1275
293	1	9371	1.12468e+07	10.1275
294	1	9371	1.12468e+07	10.1275
295	1	9371	1.12467e+07	10.1275
296	1	9371	1.12467e+07	10.1275
297	1	9371	1.12467e+07	10.1275
298	1	9371	1.12467e+07	10.1274
299	1	9371	1.12467e+07	10.1274
300	1	9371	1.12467e+07	10.1274
# run 0, entropy 10.1274, 9371 rules
