grammar,base,stage,s_p,s_l,eta,f1,JSD,mll,dir,file
merged_min5,BGMTI,3,0.01,0.1,0.05,0.435409,0.458773,-7.723049,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__03_BGMTI3
merged_min5,BGMTI,3,0.05,0.01,0.001,0.463463,0.461199,-7.666502,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01__03_BGMTI3
merged_min5,BGMTI,3,0.05,0.1,0.001,0.445808,0.464696,-7.707759,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__03_BGMTI3
merged_min5,BGMTI,3,0.05,0.01,0.005,0.465465,0.461098,-7.666658,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01__03_BGMTI3
merged_min5,BGMTI,3,0.05,0.1,0.005,0.443763,0.464550,-7.708122,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__03_BGMTI3
merged_min5,BGMTI,3,0.05,0.01,0.01,0.464464,0.460860,-7.666462,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01__03_BGMTI3
merged_min5,BGMTI,3,0.05,0.1,0.01,0.446374,0.464308,-7.708424,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__03_BGMTI3
merged_min5,BGMTI,3,0.05,0.01,0.05,0.463158,0.459356,-7.668360,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01__03_BGMTI3
merged_min5,BGMTI,3,0.05,0.1,0.05,0.448082,0.463023,-7.710935,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__03_BGMTI3
merged_min5,BGMTI,4,0.001,0.1,0.001,0.554419,0.397435,-7.144745,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,4,0.001,0.1,0.005,0.554419,0.397435,-7.144745,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,4,0.001,0.1,0.01,0.553370,0.397436,-7.144748,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,4,0.001,0.1,0.05,0.553370,0.397444,-7.144770,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,4,0.005,0.1,0.001,0.556663,0.397358,-7.143662,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,4,0.005,0.1,0.005,0.557188,0.397361,-7.143674,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,4,0.005,0.1,0.01,0.556663,0.397367,-7.143685,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,4,0.005,0.1,0.05,0.557188,0.397416,-7.143806,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,4,0.01,0.1,0.001,0.551252,0.397601,-7.142919,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,4,0.01,0.1,0.005,0.550198,0.397610,-7.142949,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,4,0.01,0.1,0.01,0.550961,0.397627,-7.142991,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,4,0.01,0.1,0.05,0.550580,0.397733,-7.143275,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,4,0.05,0.01,0.001,0.568170,0.413090,-7.216752,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01__04_BGMTI4
merged_min5,BGMTI,4,0.05,0.1,0.001,0.544737,0.403297,-7.139360,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,4,0.05,0.01,0.005,0.568170,0.413126,-7.216952,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01__04_BGMTI4
merged_min5,BGMTI,4,0.05,0.1,0.005,0.544737,0.403219,-7.139618,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,4,0.05,0.01,0.01,0.568317,0.413084,-7.217204,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01__04_BGMTI4
merged_min5,BGMTI,4,0.05,0.1,0.01,0.544211,0.403105,-7.139767,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,4,0.05,0.01,0.05,0.568760,0.412681,-7.219047,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01__04_BGMTI4
merged_min5,BGMTI,4,0.05,0.1,0.05,0.545741,0.402622,-7.140909,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__04_BGMTI4
merged_min5,BGMTI,5,0.001,0.1,0.001,0.632469,0.255688,-7.674004,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
merged_min5,BGMTI,5,0.001,0.1,0.005,0.633359,0.255686,-7.674004,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
merged_min5,BGMTI,5,0.001,0.1,0.01,0.633359,0.255536,-7.674005,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
merged_min5,BGMTI,5,0.001,0.1,0.05,0.632692,0.253323,-7.674007,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
merged_min5,BGMTI,5,0.005,0.1,0.001,0.637485,0.252218,-7.672843,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
merged_min5,BGMTI,5,0.005,0.1,0.005,0.637929,0.251648,-7.672847,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
merged_min5,BGMTI,5,0.005,0.1,0.01,0.636596,0.250901,-7.672850,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
merged_min5,BGMTI,5,0.005,0.1,0.05,0.637040,0.247577,-7.672649,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
merged_min5,BGMTI,5,0.01,0.1,0.001,0.638605,0.250056,-7.671467,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
merged_min5,BGMTI,5,0.01,0.1,0.005,0.638605,0.249026,-7.671477,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
merged_min5,BGMTI,5,0.01,0.1,0.01,0.638978,0.248030,-7.671429,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
merged_min5,BGMTI,5,0.01,0.1,0.05,0.638676,0.244436,-7.670999,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
merged_min5,BGMTI,5,0.05,0.01,0.001,0.634239,0.262295,-7.664175,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
merged_min5,BGMTI,5,0.05,0.1,0.001,0.634397,0.248763,-7.657375,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
merged_min5,BGMTI,5,0.05,0.01,0.005,0.633434,0.259664,-7.663478,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
merged_min5,BGMTI,5,0.05,0.1,0.005,0.634092,0.246529,-7.657332,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
merged_min5,BGMTI,5,0.05,0.01,0.01,0.632846,0.258318,-7.662851,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
merged_min5,BGMTI,5,0.05,0.1,0.01,0.634984,0.245072,-7.656975,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
merged_min5,BGMTI,5,0.05,0.01,0.05,0.634114,0.253443,-7.659612,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
merged_min5,BGMTI,5,0.05,0.1,0.05,0.636283,0.240383,-7.654579,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
