dir	base	stage	s_p	s_l	eta	ADJ	ADV	AUX	NNS	NOUNP	ROOT	VERB	VERBP	VOC	ADJP	ADPP	ADVP	DETDEF	DETP	DETS	INTJP	JJDEF	JJS	NNDEF	NUMP	PARTP	PRONDEF	PRONS	SBAR	SCONJP	SQ	WHADVP	WHNP	WHQP	CCONJP
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.005	0.01	0.005	0.398248	0.59882	0.629217	0.229291	0.831654	0.658007	0.536097	0.8809	0.200127				0.554771	0.731523	0.038677	0.806943			0.051772			0.229424	0.00124							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.005	0.01	0.005	0.102851	0.068463	0.617698	0.155275	0.696176	0.704565	0.122354	0.693414	0.397216	0.635864	0.555481	0.526461	0.24864	0.716292	0.001376	0.771819	0.004962	0.000434	0.014787	0.556077	0.407808	0.229186	0.057091							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.005	0.01	0.005	0.080547	0.055438	0.602569	0.151238	0.658045	0.565715	0.083671	0.664366	0.379339	0.595804	0.522743	0.515864	0.247552	0.717904	3e-05	0.763868	0.004757	3.2e-05	0.016003	0.517104	0.411235	0.22998	0.06121		0.013147	0.809976	0.034244		0.042185	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.005	0.01	0.005	0.069338	0.050925	0.600097	0.149766	0.670603	0.566276	0.081895	0.674964	0.391133	0.601531	0.560066	0.517212	0.249703	0.714729	2e-06	0.760233	0.004196	5.5e-05	0.016043	0.519582	0.427173	0.230674	0.061466	0.592951	0.013104	0.789519	0.013374	0.533266	0.024366	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.005	0.01	0.01	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.005	0.01	0.01	0.398248	0.59882	0.629217	0.229165	0.831654	0.658015	0.536098	0.880905	0.200171				0.545294	0.731532	0.038725	0.806961			0.05171			0.210031	0.001203							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.005	0.01	0.01	0.10285	0.068463	0.617671	0.155224	0.69618	0.704585	0.122253	0.693413	0.3972	0.63585	0.555485	0.526449	0.247672	0.716293	0.001396	0.771789	0.004967	0.000436	0.01479	0.556091	0.407808	0.209855	0.057074							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.005	0.01	0.01	0.080379	0.055437	0.602575	0.15129	0.658041	0.565627	0.083695	0.664365	0.379298	0.595893	0.522642	0.515998	0.246763	0.717222	3.3e-05	0.762545	0.004757	3.1e-05	0.016003	0.516209	0.410939	0.210549	0.061207		0.017575	0.809949	0.034797		0.042831	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.005	0.01	0.01	0.06927	0.050922	0.600098	0.149911	0.670675	0.566309	0.081908	0.674964	0.391313	0.601034	0.560254	0.517153	0.249096	0.713432	2e-06	0.759773	0.00419	5.4e-05	0.016046	0.518275	0.42717	0.211154	0.061466	0.592567	0.017508	0.788967	0.013652	0.53258	0.02484	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	01	0.01	0.001	0.001	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	02	0.01	0.001	0.001	0.398248	0.59882	0.629217	0.229215	0.831255	0.658043	0.536756	0.882391	0.207205				0.556748	0.730478	0.039525	0.807178			0.04562			0.257187	4e-05							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	03	0.01	0.001	0.001	0.103459	0.070621	0.617853	0.155055	0.696592	0.703582	0.121613	0.690438	0.396035	0.634466	0.557488	0.524381	0.32512	0.713581	0.000727	0.774508	0.004826	0.000374	0.014012	0.554848	0.405378	0.258775	0.052648							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	04	0.01	0.001	0.001	0.078529	0.055743	0.597762	0.144108	0.659651	0.571298	0.071651	0.66129	0.378612	0.603984	0.524008	0.511284	0.322752	0.721507	5.2e-05	0.766815	0.005094	0.0	0.016511	0.524386	0.418717	0.259253	0.059562		0.009933	0.812097	0.032486		0.039165	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	05	0.01	0.001	0.001	0.070396	0.052936	0.592614	0.138924	0.670456	0.568566	0.069679	0.671339	0.384233	0.615037	0.56039	0.517071	0.325248	0.723465	0.000282	0.764437	0.004457	4.5e-05	0.017122	0.531912	0.434862	0.259673	0.06129	0.606471	0.009921	0.795418	0.016953	0.527365	0.028881	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.01	0.01	0.001	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.01	0.01	0.001	0.398248	0.59882	0.629217	0.235365	0.832294	0.657	0.53608	0.88288	0.201614				0.559155	0.731684	0.038583	0.809855			0.053221			0.248517	0.000245							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.01	0.01	0.001	0.102848	0.068398	0.61725	0.157046	0.696811	0.704333	0.120355	0.691567	0.394531	0.635219	0.557054	0.525823	0.324216	0.713736	0.00063	0.77633	0.004933	0.000414	0.014259	0.55565	0.408208	0.250077	0.05298							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.01	0.01	0.001	0.080465	0.055186	0.598545	0.14315	0.658894	0.571027	0.075455	0.663462	0.377676	0.606368	0.523124	0.511698	0.322967	0.722151	9e-06	0.769955	0.004972	3e-06	0.016006	0.525936	0.41942	0.250528	0.059811		0.009497	0.81101	0.033215		0.040055	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.01	0.01	0.001	0.068976	0.050501	0.593971	0.137054	0.669343	0.568053	0.071256	0.673211	0.382716	0.616601	0.56126	0.518438	0.325514	0.723994	0.000134	0.766677	0.004356	1e-06	0.016553	0.532921	0.437787	0.250925	0.061345	0.605718	0.009487	0.795182	0.017582	0.526934	0.029736	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.01	0.1	0.001	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.01	0.1	0.001	0.398248	0.59882	0.629217	0.327205	0.839548	0.651245	0.536692	0.883929	0.203099				0.559561	0.746226	0.035864	0.822125			0.071317			0.227198	0.003114							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.01	0.1	0.001	0.096373	0.062569	0.616429	0.169084	0.693692	0.705765	0.125057	0.696073	0.387982	0.63687	0.551532	0.531058	0.325222	0.721479	0.000954	0.786789	0.004694	0.000587	0.013927	0.555765	0.415116	0.228628	0.054147							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.01	0.1	0.001	0.077825	0.049526	0.613385	0.144135	0.650306	0.563041	0.127662	0.677338	0.380038	0.630472	0.519532	0.518572	0.328362	0.731428	0.000822	0.779926	0.003987	7.2e-05	0.014036	0.528941	0.422352	0.22901	0.060337		0.008659	0.804518	0.037195		0.049949	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.01	0.1	0.001	0.06783	0.045811	0.610083	0.134386	0.661657	0.557656	0.136053	0.684578	0.384223	0.632583	0.552754	0.528595	0.333751	0.736951	0.001226	0.77672	0.00344	8.4e-05	0.013789	0.529718	0.445673	0.229353	0.061432	0.626891	0.008669	0.790681	0.020794	0.527083	0.039226	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	01	0.01	0.001	0.005	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	02	0.01	0.001	0.005	0.398248	0.59882	0.629217	0.22911	0.831256	0.658052	0.536756	0.882395	0.207252				0.543254	0.730485	0.039592	0.807195			0.045577			0.228047	3e-05							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	03	0.01	0.001	0.005	0.103456	0.07062	0.61781	0.154971	0.696598	0.703612	0.121461	0.690435	0.396011	0.634448	0.557495	0.524363	0.322111	0.713587	0.000758	0.774476	0.004835	0.000377	0.014017	0.554871	0.405378	0.229218	0.052602							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	04	0.01	0.001	0.005	0.078246	0.055742	0.597771	0.144139	0.659644	0.571171	0.071676	0.661297	0.378551	0.604111	0.523908	0.511379	0.319841	0.720886	4.4e-05	0.764597	0.005095	0.0	0.016509	0.523409	0.418244	0.229609	0.059549		0.018144	0.812048	0.033446		0.04029	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	05	0.01	0.001	0.005	0.070275	0.052934	0.592617	0.139138	0.670526	0.568604	0.069694	0.671345	0.384461	0.61409	0.560662	0.516927	0.322462	0.721611	0.000268	0.763573	0.004447	4.4e-05	0.017126	0.529284	0.434823	0.229954	0.061287	0.60568	0.018112	0.794675	0.017608	0.52631	0.029854	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.01	0.01	0.005	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.01	0.01	0.005	0.398248	0.59882	0.629217	0.235225	0.832295	0.657008	0.53608	0.882886	0.201656				0.545495	0.731694	0.038648	0.809872			0.053151			0.218891	0.00022							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.01	0.01	0.005	0.102846	0.068398	0.617207	0.156963	0.696817	0.704363	0.120201	0.691564	0.394507	0.635201	0.557061	0.525804	0.321268	0.713741	0.000659	0.776299	0.004941	0.000417	0.014264	0.555673	0.408207	0.220044	0.052935							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.01	0.01	0.005	0.080188	0.055184	0.598553	0.143185	0.658891	0.570898	0.075479	0.663467	0.377615	0.606497	0.523021	0.511825	0.320117	0.721467	6e-06	0.767558	0.004973	4e-06	0.016005	0.525047	0.41895	0.22041	0.059799		0.017461	0.810962	0.034174		0.041181	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.01	0.01	0.005	0.068859	0.050494	0.593976	0.137244	0.669412	0.568088	0.07127	0.673218	0.382943	0.615658	0.561525	0.518302	0.322784	0.722135	0.000125	0.765682	0.004346	1e-06	0.016555	0.530412	0.437749	0.220733	0.061343	0.604851	0.017427	0.79444	0.018241	0.525898	0.030714	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.01	0.1	0.005	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.01	0.1	0.005	0.398248	0.59882	0.629217	0.327121	0.839564	0.651241	0.536695	0.883936	0.203122				0.54649	0.746242	0.03593	0.822138			0.07119			0.176964	0.003005							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.01	0.1	0.005	0.09637	0.062569	0.616381	0.169005	0.693699	0.7058	0.124866	0.696069	0.387955	0.636852	0.551538	0.531037	0.322423	0.721483	0.000988	0.786725	0.004702	0.00059	0.013932	0.555789	0.415115	0.177807	0.054089							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.01	0.1	0.005	0.07763	0.049523	0.613372	0.144046	0.650336	0.56294	0.127639	0.677332	0.379954	0.630567	0.519455	0.51863	0.32567	0.730727	0.000854	0.777655	0.00399	7.5e-05	0.01403	0.528061	0.421846	0.178062	0.060322		0.014881	0.804484	0.038184		0.05108	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.01	0.1	0.005	0.067715	0.045806	0.610076	0.134286	0.661736	0.557716	0.136063	0.684594	0.384454	0.631623	0.553071	0.528426	0.331182	0.735011	0.001261	0.77564	0.003431	8.8e-05	0.01378	0.527311	0.445626	0.178298	0.06143	0.626232	0.014839	0.789939	0.021499	0.526099	0.040244	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	01	0.01	0.001	0.01	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	02	0.01	0.001	0.01	0.398248	0.59882	0.629217	0.228878	0.831252	0.658083	0.536757	0.882407	0.207399				0.526863	0.730506	0.039698	0.806986			0.045485			0.195693	1.8e-05							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	03	0.01	0.001	0.01	0.10345	0.07062	0.617756	0.154862	0.696608	0.70365	0.121273	0.690438	0.39598	0.63442	0.557505	0.524341	0.317936	0.713598	0.000804	0.773941	0.004846	0.00038	0.014024	0.554899	0.405383	0.196467	0.052538							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	04	0.01	0.001	0.01	0.07798	0.055745	0.597779	0.144049	0.65966	0.571001	0.071711	0.661269	0.378506	0.603852	0.52367	0.511271	0.315805	0.719848	3.5e-05	0.762601	0.005095	0.0	0.016501	0.521247	0.417753	0.196776	0.059531		0.021635	0.81199	0.03469		0.0417	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	05	0.01	0.001	0.01	0.070146	0.05293	0.592622	0.139168	0.670682	0.568665	0.069713	0.671247	0.384755	0.613117	0.561038	0.516936	0.318599	0.71956	0.00025	0.762575	0.004435	4.2e-05	0.017118	0.526738	0.434817	0.197049	0.061283	0.604682	0.021596	0.7934	0.018453	0.524653	0.031064	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.01	0.01	0.01	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.01	0.01	0.01	0.398248	0.59882	0.629217	0.234905	0.83229	0.657038	0.536081	0.882902	0.201788				0.528991	0.731726	0.03875	0.80965			0.053014			0.186264	0.000187							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.01	0.01	0.01	0.102843	0.068398	0.617153	0.156854	0.696827	0.704402	0.120009	0.691566	0.394479	0.635173	0.557073	0.525783	0.317154	0.713752	0.000701	0.775756	0.004953	0.00042	0.01427	0.555702	0.408213	0.187032	0.052873							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.01	0.01	0.01	0.079929	0.055182	0.598557	0.143097	0.658911	0.570727	0.075512	0.663435	0.377569	0.606231	0.522784	0.51175	0.316144	0.720462	3e-06	0.765452	0.004973	5e-06	0.015997	0.522922	0.418445	0.187317	0.059783		0.02084	0.810905	0.035415		0.042593	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.01	0.01	0.01	0.068733	0.050488	0.593982	0.137251	0.669575	0.568146	0.071289	0.67312	0.383237	0.614693	0.5619	0.518323	0.31898	0.720077	0.000113	0.764635	0.004334	1e-06	0.016547	0.527875	0.437742	0.187571	0.06134	0.60383	0.020795	0.793168	0.019092	0.524247	0.03193	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.01	0.01	0.05	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.01	0.01	0.05	0.398248	0.59882	0.629217	0.232669	0.832424	0.657373	0.536089	0.883235	0.202668				0.443365	0.729902	0.039628	0.800552			0.053431			0.078403	2.1e-05							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.01	0.01	0.05	0.102819	0.068401	0.616744	0.156081	0.696954	0.704596	0.118545	0.691687	0.394382	0.634961	0.556939	0.525512	0.289644	0.712706	0.001042	0.770653	0.005027	0.000452	0.014251	0.554496	0.406709	0.078291	0.052407							
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.01	0.01	0.05	0.079059	0.055168	0.598567	0.1433	0.659136	0.569233	0.075748	0.662903	0.377512	0.603377	0.521167	0.511027	0.289524	0.716463	1.5e-05	0.755746	0.004953	5e-06	0.015963	0.512703	0.41496	0.078371	0.059659		0.024574	0.801676	0.044972		0.053046	
stages_bg_stages_morphtok_min5_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.01	0.01	0.05	0.068136	0.050454	0.593956	0.13837	0.671144	0.568577	0.071357	0.672571	0.385723	0.611036	0.564358	0.518817	0.293565	0.708089	4.5e-05	0.759484	0.004252	0.0	0.01652	0.518133	0.437592	0.078445	0.061313	0.595369	0.024519	0.781729	0.025807	0.516392	0.041023	
