grammar,base,stage,s_p,s_l,eta,f1,JSD,mll,dir,file
,BGMTI,5,0.01,0.01,0.005,0.621751,0.251785,-7.628144,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
,BGMTI,5,0.01,0.1,0.005,0.638605,0.249026,-7.671477,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
,BGMTI,5,0.01,0.0,0.01,0.623591,0.251751,-7.633383,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p0,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMTI5
,BGMTI,5,0.01,0.001,0.01,0.624205,0.251539,-7.632479,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMTI5
,BGMTI,5,0.01,0.01,0.01,0.621974,0.250465,-7.628109,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
,BGMTI,5,0.01,0.1,0.01,0.638978,0.248030,-7.671429,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
,BGMTI,5,0.01,0.0,0.05,0.623507,0.248318,-7.633027,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p0,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMTI5
,BGMTI,5,0.01,0.001,0.05,0.624121,0.248111,-7.632136,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMTI5
,BGMTI,5,0.01,0.01,0.05,0.622644,0.246999,-7.627737,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
,BGMTI,5,0.01,0.1,0.05,0.638676,0.244436,-7.670999,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
,BGMTI,5,0.05,0.0,0.001,0.623995,0.262606,-7.626009,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p0,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMTI5
,BGMTI,5,0.05,0.001,0.001,0.623380,0.262136,-7.628420,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMTI5
,BGMTI,5,0.05,0.01,0.001,0.634239,0.262295,-7.664175,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
,BGMTI,5,0.05,0.1,0.001,0.634397,0.248763,-7.657375,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
,BGMTI,5,0.05,0.0,0.005,0.623324,0.260004,-7.625451,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p0,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMTI5
,BGMTI,5,0.05,0.001,0.005,0.623086,0.259526,-7.627486,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMTI5
,BGMTI,5,0.05,0.01,0.005,0.633434,0.259664,-7.663478,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
,BGMTI,5,0.05,0.1,0.005,0.634092,0.246529,-7.657332,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
,BGMTI,5,0.05,0.0,0.01,0.622138,0.258699,-7.624869,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p0,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMTI5
,BGMTI,5,0.05,0.001,0.01,0.623461,0.258234,-7.626626,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMTI5
,BGMTI,5,0.05,0.01,0.01,0.632846,0.258318,-7.662851,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
,BGMTI,5,0.05,0.1,0.01,0.634984,0.245072,-7.656975,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
,BGMTI,5,0.05,0.0,0.05,0.619794,0.254056,-7.622047,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p0,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMTI5
,BGMTI,5,0.05,0.001,0.05,0.621616,0.253565,-7.622652,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMTI5
,BGMTI,5,0.05,0.01,0.05,0.634114,0.253443,-7.659612,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
,BGMTI,5,0.05,0.1,0.05,0.636283,0.240383,-7.654579,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
,BGMTI,5,0.1,0.0,0.001,0.624131,0.263373,-7.664230,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p0,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMTI5
,BGMTI,5,0.1,0.001,0.001,0.624032,0.263431,-7.666741,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMTI5
,BGMTI,5,0.1,0.01,0.001,0.621564,0.263536,-7.667910,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
,BGMTI,5,0.1,0.1,0.001,0.622980,0.253814,-7.652816,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
,BGMTI,5,0.1,0.0,0.005,0.623514,0.260454,-7.661986,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p0,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMTI5
,BGMTI,5,0.1,0.001,0.005,0.624846,0.260543,-7.665180,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMTI5
,BGMTI,5,0.1,0.01,0.005,0.621115,0.260651,-7.667247,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
,BGMTI,5,0.1,0.1,0.005,0.623654,0.250791,-7.652401,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
,BGMTI,5,0.1,0.0,0.01,0.622462,0.258827,-7.660656,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p0,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMTI5
,BGMTI,5,0.1,0.001,0.01,0.623639,0.258913,-7.663900,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMTI5
,BGMTI,5,0.1,0.01,0.01,0.621943,0.258994,-7.666796,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
,BGMTI,5,0.1,0.1,0.01,0.620108,0.248879,-7.651509,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
,BGMTI,5,0.1,0.0,0.05,0.623473,0.251457,-7.654666,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p0,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMTI5
,BGMTI,5,0.1,0.001,0.05,0.624425,0.251433,-7.657857,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMTI5
,BGMTI,5,0.1,0.01,0.05,0.625588,0.251326,-7.662883,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
,BGMTI,5,0.1,0.1,0.05,0.620697,0.241562,-7.645533,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
,BGMTI,5,0.2,0.0,0.001,0.614589,0.269200,-7.665633,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p0,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMTI5
,BGMTI,5,0.2,0.001,0.001,0.612667,0.269244,-7.664936,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMTI5
,BGMTI,5,0.2,0.01,0.001,0.614000,0.269576,-7.657883,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
,BGMTI,5,0.2,0.1,0.001,0.608548,0.261837,-7.654084,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMTI5
,BGMTI,5,0.2,0.0,0.005,0.613984,0.264348,-7.666015,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p0,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMTI5
,BGMTI,5,0.2,0.001,0.005,0.615834,0.264397,-7.665365,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMTI5
,BGMTI,5,0.2,0.01,0.005,0.613288,0.264706,-7.658706,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01,stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMTI5
