file	mll
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001__04_BGI4.mll.out	-8.672068
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01__04_BGI4.mll.out	-8.672131
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p0__04_BGI4.mll.out	-8.676778
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__04_BGI4.mll.out	-8.684401
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001__04_BGI4.mll.out	-8.671350
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01__04_BGI4.mll.out	-8.672383
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p0__04_BGI4.mll.out	-8.676476
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__04_BGI4.mll.out	-8.684569
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001__04_BGI4.mll.out	-8.670371
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01__04_BGI4.mll.out	-8.670970
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p0__04_BGI4.mll.out	-8.675532
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__04_BGI4.mll.out	-8.683072
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001__04_BGI4.mll.out	-8.669650
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01__04_BGI4.mll.out	-8.670101
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p0__04_BGI4.mll.out	-8.674721
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__04_BGI4.mll.out	-8.682100
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001__04_BGI4.mll.out	-8.667060
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01__04_BGI4.mll.out	-8.667062
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p0__04_BGI4.mll.out	-8.670933
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__04_BGI4.mll.out	-8.678921
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001__04_BGI4.mll.out	-8.664172
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01__04_BGI4.mll.out	-8.664232
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p0__04_BGI4.mll.out	-8.669725
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__04_BGI4.mll.out	-8.675105
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001__04_BGI4.mll.out	-8.662310
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01__04_BGI4.mll.out	-8.662363
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p0__04_BGI4.mll.out	-8.667890
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__04_BGI4.mll.out	-8.673059
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001__04_BGI4.mll.out	-8.660998
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01__04_BGI4.mll.out	-8.660995
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p0__04_BGI4.mll.out	-8.666540
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__04_BGI4.mll.out	-8.671669
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001__04_BGI4.mll.out	-8.656345
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01__04_BGI4.mll.out	-8.657335
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p0__04_BGI4.mll.out	-8.661803
stages_bg_stages_merged_min2_BGI1_BGI2_BGI3_BGI4__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__04_BGI4.mll.out	-8.668264
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.686652
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.679396
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.684373
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.679396
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.684373
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.679397
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.684374
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.679410
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.684391
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.678546
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.683492
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.678562
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.683507
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.678554
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.683501
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.678400
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p005__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.683369
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.685167
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.677620
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.682681
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.685162
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.677618
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.682677
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.685106
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.677564
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.682623
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.684765
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.677236
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.682336
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.678456
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.670610
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.676461
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMMM5.mll.out	-8.660538
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.678237
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.670411
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.676228
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMMM5.mll.out	-8.660325
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.677975
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.670135
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.675974
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMMM5.mll.out	-8.660094
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.676915
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.669070
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.674757
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMMM5.mll.out	-8.658856
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.669223
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.662383
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.667535
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMMM5.mll.out	-8.651462
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.668567
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.661800
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.666986
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMMM5.mll.out	-8.650895
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.668434
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.661077
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.666768
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMMM5.mll.out	-8.650231
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.666310
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.658846
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.664706
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMMM5.mll.out	-8.648005
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.652824
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.646680
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.651827
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMMM5.mll.out	-8.635638
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.651547
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.645353
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.650582
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1__05_BGMMM5.mll.out	-8.634240
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001__05_BGMMM5.mll.out	-8.650301
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01__05_BGMMM5.mll.out	-8.644008
stages_bg_stages_merged_min2_BGMMM1_BGMMM2_BGMMM3_BGMMM4_BGMMM5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p0__05_BGMMM5.mll.out	-8.649360
